year,player_name,driving_accuracy
2010,Omar Uresti,76.08
2010,Joe Durant,75.94
2010,Brian Gay,74.0
2010,Tim Clark,73.72
2010,Craig Bowden,72.86
2010,Heath Slocum,72.42
2010,David Toms,71.88
2010,Zach Johnson,71.24
2010,Ben Crane,71.13
2010,Jim Furyk,71.01
2010,Richard Johnson,70.92
2010,Paul Goydos,70.58
2010,Jerry Kelly,70.5
2010,Garrett Willis,70.44
2010,Jeff Quinney,70.34
2010,Alex Cejka,70.31
2010,Billy Mayfair,70.29
2010,Chris DiMarco,70.13
2010,Ben Curtis,70.07
2010,Jay Williamson,69.87
2010,Skip Kendall,69.63
2010,Justin Leonard,69.46
2010,John Mallinger,69.34
2010,Jason Dufner,69.24
2010,Chad Campbell,69.01
2010,Mark Wilson,68.85
2010,Chris Riley,68.7
2010,Cliff Kresge,68.59
2010,Tom Gillis,68.54
2010,Steve Stricker,68.5
2010,Brian Davis,68.35
2010,Rocco Mediate,68.27
2010,Vaughn Taylor,68.26
2010,Scott Verplank,68.16
2010,Steve Elkington,68.01
2010,Ryan Moore,67.99
2010,Kenny Perry,67.99
2010,Hunter Mahan,67.94
2010,Matt Kuchar,67.89
2010,Jeff Maggert,67.55
2010,Tim Petrovic,67.37
2010,Dean Wilson,67.37
2010,Scott McCarron,67.36
2010,Brent Delahoussaye,67.28
2010,Aron Price,67.23
2010,John Senden,67.22
2010,Boo Weekley,67.14
2010,Tom Pernice Jr.,66.95
2010,Jason Bohn,66.89
2010,Kevin Sutherland,66.89
2010,Kris Blanks,66.87
2010,Blake Adams,66.84
2010,John Merrick,66.71
2010,Woody Austin,66.48
2010,Stephen Ames,66.47
2010,Kevin Na,66.46
2010,Will MacKenzie,66.33
2010,Justin Bolli,66.28
2010,Steve Flesch,66.02
2010,K.J. Choi,65.99
2010,Charles Warren,65.93
2010,Chris Couch,65.87
2010,James Nitties,65.69
2010,Kevin Streelman,65.64
2010,Brendon de Jonge,65.51
2010,Briny Baird,65.45
2010,Rod Pampling,65.45
2010,Paul Stankowski,65.38
2010,Mathew Goggin,65.24
2010,Pat Perez,65.23
2010,Bo Van Pelt,65.23
2010,Justin Rose,65.17
2010,Spencer Levin,65.12
2010,J.J. Henry,65.07
2010,J.P. Hayes,64.91
2010,Retief Goosen,64.79
2010,Robert Allenby,64.75
2010,Henrik Bjornstad,64.74
2010,Graham DeLaet,64.74
2010,John Rollins,64.58
2010,D.A. Points,64.52
2010,Y.E. Yang,64.31
2010,Mathias Grönberg,64.28
2010,Brandt Snedeker,64.27
2010,Davis Love III,64.2
2010,Rickie Fowler,64.19
2010,Charlie Wi,64.19
2010,Bill Haas,64.17
2010,Steve Wheatcroft,64.12
2010,Trevor Immelman,64.07
2010,Nicholas Thompson,64.04
2010,Stewart Cink,63.98
2010,Sean O'Hair,63.98
2010,Kevin Johnson,63.85
2010,Sergio Garcia,63.75
2010,Cameron Beckman,63.72
2010,Josh Teater,63.69
2010,Michael Letzig,63.47
2010,Michael Connell,63.4
2010,Jarrod Lyle,63.4
2010,Michael Sim,63.35
2010,Vijay Singh,63.28
2010,Bryce Molder,63.16
2010,Ryuji Imada,63.11
2010,Brian Stuard,63.09
2010,Chris Tidland,63.08
2010,Chris Stroud,62.98
2010,Jeff Gove,62.96
2010,Kevin Stadler,62.96
2010,Adam Scott,62.93
2010,Lucas Glover,62.84
2010,Carl Pettersson,62.82
2010,Ian Poulter,62.72
2010,Shaun Micheel,62.67
2010,Rory McIlroy,62.64
2010,Nick Watney,62.63
2010,Johnson Wagner,62.59
2010,Roger Tambellini,62.57
2010,Greg Kraft,62.5
2010,Luke Donald,62.36
2010,Mark Calcavecchia,62.18
2010,Freddie Jacobson,62.16
2010,Matt Every,62.06
2010,Steve Marino,61.96
2010,Steve Lowery,61.9
2010,Jerod Turner,61.66
2010,Camilo Villegas,61.66
2010,Charley Hoffman,61.59
2010,Jonathan Byrd,61.54
2010,Greg Owen,61.46
2010,Andrew McLardy,61.43
2010,Bob Estes,61.41
2010,D.J. Trahan,61.4
2010,Paul Casey,61.31
2010,Nathan Green,61.0
2010,Jeev Milkha Singh,60.94
2010,Bill Lunde,60.71
2010,Garth Mulroy,60.7
2010,Ted Purdy,60.61
2010,Webb Simpson,60.47
2010,Michael Bradley,60.37
2010,Troy Matteson,60.36
2010,Rory Sabbatini,60.28
2010,Chad Collins,60.27
2010,Martin Laird,60.27
2010,Brett Quigley,60.26
2010,Ernie Els,60.16
2010,Roland Thatcher,60.04
2010,Chris Wilson,59.93
2010,Lee Janzen,59.91
2010,Greg Chalmers,59.8
2010,Stuart Appleby,59.75
2010,Brad Faxon,59.47
2010,Troy Merritt,59.37
2010,Joe Ogilvie,59.32
2010,Cameron Percy,58.93
2010,Cameron Tringale,58.71
2010,Alex Prugh,58.4
2010,Ricky Barnes,58.37
2010,Marc Leishman,58.37
2010,Geoff Ogilvy,57.94
2010,Brett Wetterich,57.82
2010,Jason Day,57.78
2010,Ryan Palmer,57.23
2010,Matt Bettencourt,57.16
2010,David Duval,57.08
2010,Matt Jones,57.07
2010,James Driscoll,56.96
2010,Padraig Harrington,56.7
2010,Aaron Baddeley,56.65
2010,David Lutterus,56.61
2010,Dustin Johnson,56.35
2010,Scott Piercy,56.03
2010,Vance Veazey,55.88
2010,Robert Garrigus,55.73
2010,Bubba Watson,55.67
2010,Jeff Overton,55.44
2010,Andres Romero,55.05
2010,Brenden Pappas,54.94
2010,Derek Lamely,54.84
2010,Charles Howell III,54.58
2010,Ángel Cabrera,54.49
2010,J.B. Holmes,54.45
2010,George McNeill,54.34
2010,Mike Weir,53.83
2010,Tim Herron,53.49
2010,Rich Barcelo,52.8
2010,Phil Mickelson,52.66
2010,John Daly,52.21
2010,Jimmy Walker,51.29
2010,Daniel Chopra,51.27
2010,Martin Flores,50.15
