year,player_name,money_earned
2014,Rory McIlroy,8280096
2014,Bubba Watson,6336978
2014,Jim Furyk,5987395
2014,Jimmy Walker,5787016
2014,Sergio Garcia,4939606
2014,Chris Kirk,4854777
2014,Billy Horschel,4814787
2014,Rickie Fowler,4806117
2014,Matt Kuchar,4695515
2014,Martin Kaymer,4532537
2014,Jordan Spieth,4342748
2014,Dustin Johnson,4249180
2014,Adam Scott,4098588
2014,Patrick Reed,4026076
2014,Justin Rose,3926768
2014,Jason Day,3789574
2014,Webb Simpson,3539601
2014,Brendon Todd,3396747
2014,Zach Johnson,3353417
2014,Kevin Na,3153107
2014,Ryan Moore,3098263
2014,Hunter Mahan,3097983
2014,Harris English,2947322
2014,Ryan Palmer,2924300
2014,John Senden,2856685
2014,Bill Haas,2841521
2014,Hideki Matsuyama,2837477
2014,Keegan Bradley,2828638
2014,Gary Woodland,2734153
2014,Graham DeLaet,2616518
2014,Russell Henley,2590493
2014,Marc Leishman,2558657
2014,Matt Every,2540370
2014,Brian Harman,2414334
2014,J.B. Holmes,2365204
2014,Kevin Stadler,2300307
2014,Cameron Tringale,2169723
2014,Phil Mickelson,2158019
2014,S.Y. Noh,2115234
2014,Kevin Streelman,2107994
2014,Graeme McDowell,2077387
2014,Tim Clark,2066344
2014,George McNeill,2014357
2014,Charl Schwartzel,1997482
2014,Charles Howell III,1997044
2014,Charley Hoffman,1977296
2014,Matt Jones,1928154
2014,Freddie Jacobson,1901789
2014,Henrik Stenson,1894235
2014,Ángel Cabrera,1868559
2014,Will MacKenzie,1853822
2014,Brian Stuard,1852531
2014,Chris Stroud,1826399
2014,Geoff Ogilvy,1809632
2014,Ernie Els,1799569
2014,Erik Compton,1796143
2014,Steven Bowditch,1734693
2014,Chesson Hadley,1703316
2014,K.J. Choi,1677848
2014,Brandt Snedeker,1652380
2014,Jason Dufner,1651491
2014,Camilo Villegas,1642124
2014,Ian Poulter,1616693
2014,Morgan Hoffmann,1595922
2014,Jason Bohn,1585189
2014,Justin Hicks,1544061
2014,Ben Crane,1534634
2014,Russell Knox,1513630
2014,Daniel Summerhays,1509543
2014,Ben Martin,1482836
2014,Stuart Appleby,1477971
2014,Luke Donald,1451440
2014,Jerry Kelly,1451059
2014,Scott Brown,1441725
2014,Scott Stallings,1385689
2014,Ryo Ishikawa,1380579
2014,Shawn Stefani,1369259
2014,Brendan Steele,1359890
2014,Carl Pettersson,1348393
2014,Kevin Chappell,1343412
2014,Jonas Blixt,1342198
2014,Pat Perez,1315080
2014,Robert Streb,1300075
2014,William McGirt,1275738
2014,Lee Westwood,1223104
2014,Jason Kokrak,1200381
2014,Brendon de Jonge,1171395
2014,Andrew Svoboda,1168073
2014,Steve Stricker,1154747
2014,Scott Langley,1151496
2014,Billy Hurley III,1145299
2014,David Hearn,1138324
2014,Jeff Overton,1115467
2014,Robert Garrigus,1095474
2014,Martin Flores,1035447
2014,Rory Sabbatini,1024736
2014,Vijay Singh,989028
2014,Bo Van Pelt,982218
2014,John Huh,974043
2014,Kevin Kisner,954497
2014,Louis Oosthuizen,946134
2014,Aaron Baddeley,942559
2014,Michael Thompson,932300
2014,Stewart Cink,929166
2014,Gonzalo Fernandez-Castaño,926493
2014,Nick Watney,913398
2014,Troy Merritt,882864
2014,Paul Casey,877968
2014,Mike Weir,854413
2014,Brian Davis,842539
2014,Luke Guthrie,840555
2014,Boo Weekley,832673
2014,Bryce Molder,828605
2014,Retief Goosen,826073
2014,Tim Wilkinson,824179
2014,Michael Putnam,818799
2014,Justin Leonard,807949
2014,David Toms,801355
2014,Andres Romero,782184
2014,Danny Lee,781295
2014,Jim Renner,763978
2014,Jhonattan Vegas,751763
2014,James Hahn,735259
2014,Sangmoon Bae,718111
2014,Nicholas Thompson,713377
2014,Charlie Beljan,712652
2014,Ricky Barnes,706855
2014,David Lingmerth,676661
2014,Bud Cauley,647886
2014,Ben Curtis,625515
2014,Richard Lee,618443
2014,Brice Garnett,617805
2014,Jonathan Byrd,617014
2014,Briny Baird,616316
2014,Roberto Castro,615933
2014,Brian Gay,605368
2014,Will Wilcox,586159
2014,Martin Laird,583663
2014,Greg Chalmers,578979
2014,Brad Fritsch,568391
2014,Heath Slocum,566167
2014,Andrew Loupe,563121
2014,J.J. Henry,554615
2014,John Merrick,516148
2014,Robert Allenby,514288
2014,Hudson Swafford,513883
2014,Tommy Gainey,490590
2014,Kyle Stanley,473581
2014,Chad Campbell,470798
2014,Ken Duke,455589
2014,Tyrone Van Aswegen,454856
2014,Wes Roach,453616
2014,Trevor Immelman,447516
2014,Peter Hanson,415531
2014,Scott Piercy,411635
2014,Sean O'Hair,408793
2014,Chad Collins,408434
2014,Johnson Wagner,393729
2014,Troy Matteson,387796
2014,Ted Potter Jr.,386341
2014,Charlie Wi,384796
2014,James Driscoll,371404
2014,Joe Durant,369268
2014,Josh Teater,366241
2014,D.A. Points,364653
2014,Jeff Maggert,360157
2014,Thorbjørn Olesen,335222
2014,Jamie Lovemark,305944
2014,Derek Ernst,305654
2014,Steve Marino,294565
2014,Woody Austin,292824
2014,John Rollins,289757
2014,Davis Love III,284800
2014,Spencer Levin,277780
2014,Jason Gore,273857
2014,Peter Malnati,271326
2014,Y.E. Yang,254525
2014,Dicky Pride,243592
2014,John Peterson,238230
2014,Bernhard Langer,234000
2014,Tim Herron,212771
2014,Lucas Glover,210166
2014,Scott Gardiner,209270
2014,David Lynn,207414
2014,Jim Herman,187337
2014,Eric Axley,180734
2014,Padraig Harrington,169175
2014,Kevin Tway,167278
2014,Miguel Angel Carballo,161491
2014,Bronson La'Cassie,160632
2014,Bob Estes,156000
2014,Mark Wilson,155313
2014,Rod Pampling,154051
2014,Stephen Ames,141143
2014,D.H. Lee,138642
2014,Kenny Perry,130588
2014,Darren Clarke,128293
2014,Nicolas Colsaerts,123367
2014,Mark Anderson,122598
2014,Tim Petrovic,109299
2014,Tiger Woods,108275
2014,Fred Couples,101160
2014,Blake Adams,98439
2014,Ryuji Imada,98186
2014,Matt Bettencourt,96825
2014,Greg Owen,95117
2014,David Duval,94709
2014,Alex Prugh,90606
2014,Kevin Foley,87738
2014,Doug LaBelle II,84209
2014,John Daly,76635
2014,Patrick Cantlay,76131
2014,Cameron Beckman,72835
2014,Mark Calcavecchia,68608
2014,Lee Williams,66075
2014,Lee Janzen,63946
2014,José Coceres,57620
2014,Alex Cejka,57059
2014,Will Claxton,56886
2014,Tom Watson,53727
2014,Tag Ridings,53647
2014,Joe Ogilvie,52035
2014,José María Olazábal,48600
2014,Harrison Frazar,47247
2014,Steve Flesch,46352
2014,Paul Goydos,43441
2014,Dudley Hart,40217
2014,Chris Smith,33620
2014,Fred Funk,32417
2014,Billy Mayfair,32118
2014,Marc Turnesa,30959
2014,Glen Day,30628
2014,Edward Loar,29958
2014,Justin Bolli,29327
2014,Sandy Lyle,27972
2014,Fabián Gómez,27616
2014,Scott McCarron,22794
2014,Larry Mize,22680
2014,Alex Aragon,21526
2014,Daniel Chopra,20775
2014,Len Mattiace,20660
2014,Vaughn Taylor,20451
2014,Kris Blanks,17327
2014,Kent Jones,15480
2014,Ben Kohles,14784
2014,Benjamín Alvarado,13241
2014,Nathan Green,13034
2014,D.J. Trahan,12900
2014,Chez Reavie,11767
2014,Bobby Gates,10919
2014,Scott Verplank,10696
2014,Todd Hamilton,10387
2014,Brett Quigley,10260
2014,Marco Dawson,7245
2014,Jesper Parnevik,7245
2014,Arjun Atwal,6980
2014,Paul Stankowski,6720
2014,Chris DiMarco,6370
